Country Name,Country Code,Series Name,Series Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Sri Lanka,LKA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3846.826238,3990.353117,4174.636996,4427.542551,4495.710463,4458.434427,4229.749594,4360.566924,4035.652667,3968.676365
St. Kitts and Nevis,KNA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,19892.10082,20029.75983,20818.34208,20865.64825,21294.39193,21919.78152,18581.38066,18684.63029,20628.6864,21292.70256
St. Lucia,LCA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,10330.40856,10292.73353,10597.88242,10909.67025,11178.86133,11062.53525,8321.253574,9317.414119,10988.97143,11314.73433
St. Martin (French part),MAF,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,7157.823385,7386.746638,7730.675911,7873.44204,8144.150821,8225.936437,7940.454686,8023.31398,8629.531344,9170.749467
Sudan,SDN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1371.696045,1355.126099,1359.174805,1324.982422,1248.957275,1186.906006,1112.72168,1062.831421,1025.321289,878.6567383
Suriname,SUR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,9316.391985,8907.837258,8383.230039,8426.030498,8751.283977,8756.330289,7275.511596,7029.771618,7141.960436,7229.409647
Sweden,SWE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,49855.30101,51545.48361,51955.86107,52576.81028,52983.00686,53490.35182,51952.67313,54816.00585,55894.16194,55521.43275
Switzerland,CHE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,83394.37114,83806.4476,84611.09985,84967.58855,86756.60213,87123.66044,84637.01323,88520.322,90057.03594,89942.53755
Syrian Arab Republic,SYR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,856.1662339,857.4178848,812.6902785,805.9995763,802.4302094,781.3183335,754.5759393,744.6048849,..,..
Tajikistan,TJK,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,937.0034121,970.3625472,1013.391175,1060.996823,1116.293021,1172.079054,1197.210625,1281.960844,1356.317214,1441.268061
Tanzania,TZA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,905.4842529,929.7998047,959.8522949,990.9520874,1012.498962,1039.510498,1028.911865,1041.75061,1057.739014,1080.785522
Thailand,THA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5561.697616,5708.794091,5878.75394,6099.198026,6336.239677,6453.89408,6049.187611,6133.286018,6275.926584,6384.807181
Timor-Leste,TLS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1309.721397,1322.929094,1346.550356,1284.618354,1256.903899,1528.646196,1986.883825,2059.315344,1611.468658,1360.511738
Togo,TGO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,748.7349264,770.1438074,782.8965624,794.4251003,812.4588107,832.1433943,828.6669269,857.7629144,886.2654391,921.6931295
Tonga,TON,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4050.993287,4117.931047,4405.749412,4564.736876,4587.280141,4628.448013,4637.675453,4481.478352,4356.771575,..
Trinidad and Tobago,TTO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,18776.16088,18508.7705,17008.97057,16090.80556,15716.42054,15614.9856,14214.38457,13997.62178,14155.17423,14416.23599
Tunisia,TUN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3967.18319,3960.924849,3961.352483,4006.87409,4070.149819,4094.877942,3708.456663,3847.217318,3917.632087,3901.984635
Turkiye,TUR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,10556.11704,11049.99511,11264.61457,11953.66642,12148.29425,12073.87155,12179.66117,13449.92617,14055.10556,14630.37264
Turkmenistan,TKM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5935.697157,6208.296655,6478.47003,6784.174349,7089.941805,7422.362521,7744.564032,8106.168651,8489.722266,8906.395648
Turks and Caicos Islands,TCA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,24190.68979,25783.2941,26417.95734,24724.46709,25077.5626,25432.85343,18118.18678,19386.5198,20323.14868,20406.72963
Tuvalu,TUV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3058.914756,3384.383201,3584.190064,3680.083895,3718.430977,4197.242092,3976.796234,3999.761062,3988.405921,4111.540351
Uganda,UGA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,847.3522888,864.1800593,875.7962531,872.1858765,896.1625319,922.0231741,918.1200979,920.5476145,934.340839,956.2517869
Ukraine,UKR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2346.237305,2124.662598,2185.317383,2246.73877,2336.976563,2425.634766,2350.400146,2452.98291,2042.639038,2207.009277
United Arab Emirates,ARE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,39242.27531,41525.1389,43457.51348,43419.56374,43644.14705,43785.41727,41276.05551,42715.44017,45698.01053,46877.42869
United Kingdom,GBR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,44337.67864,44964.39114,45482.17829,46373.63853,46740.55359,47240.59962,42191.91737,45889.61102,47343.47438,47005.11901
United States,USA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,55817.56325,57040.20821,57658.67088,58703.14408,60127.21028,61330.64598,59394.77833,62741.00181,63720.76416,65020.35293
Uruguay,URY,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,16943.69106,16950.75317,17181.90676,17437.85492,17441.86524,17596.80527,16294.92593,17215.41992,18044.04742,18108.69356
Uzbekistan,UZB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2613.748249,2753.971058,2867.051114,2943.099207,3062.486223,3185.334556,3187.048974,3356.033255,3473.361643,3604.112829
Vanuatu,VUT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2697.773037,2643.886886,2701.592251,2802.778939,2815.587144,2838.988269,2634.243884,2532.796639,2521.260894,2517.225185
"Venezuela, RB",VEN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..
Viet Nam,VNM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2451.159389,2595.234844,2741.052788,2903.028202,3090.772595,3288.35289,3352.060011,3408.764554,3658.693163,3817.197668
Virgin Islands (U.S.),VIR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,34098.711,34007.35294,34614.74826,34435.49445,35183.23575,36328.06822,35758.79476,36925.3325,..,..
West Bank and Gaza,PSE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3227.849345,3272.154324,3483.099035,3462.979861,3417.794408,3378.434621,2922.468011,3051.48607,3099.960901,2859.919373
"Yemen, Rep.",YEM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2123.935071,1488.416289,1313.973627,1215.752612,1194.820576,1182.507111,1057.281686,1024.56992,1017.873109,975.7059633
Zambia,ZMB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1312.014433,1307.909649,1314.977075,1319.607777,1331.449244,1310.622224,1237.283303,1277.612029,1308.101838,1347.241338
Zimbabwe,ZWE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1412.204012,1410.329173,1393.71701,1421.240769,1462.590279,1342.989586,1213.117057,1289.199067,1345.769083,1383.23313
Africa Eastern and Southern,AFE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1495.764362,1498.805084,1490.859688,1490.797648,1490.701057,1483.415659,1404.554538,1430.424771,1444.522962,1445.801128
Africa Western and Central,AFW,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1880.858797,1882.518808,1835.387229,1827.858406,1830.945623,1841.436116,1776.474134,1801.092775,1822.95546,1837.211718
Arab World,ARB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6184.052193,6258.607227,6350.531332,6315.847499,6348.446345,6324.089752,5879.176985,6081.274255,6320.53651,6263.556671
Caribbean small states,CSS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,11643.15114,11629.12077,11593.1843,11726.77913,11902.25794,11898.66452,10749.76716,11787.7206,14352.34542,16071.75292
Central Europe and the Baltics,CEB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,12015.45659,12528.08264,12905.95263,13597.88154,14298.54802,14877.71057,14399.98311,15442.3018,16307.9844,16383.52064
Early-demographic dividend,EAR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3140.735482,3234.225944,3331.742758,3440.646367,3527.048555,3566.648877,3370.595297,3588.257975,3748.875766,3856.959753
East Asia & Pacific,EAS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,9218.642381,9586.056625,9962.277147,10391.88364,10820.18959,11189.08587,11125.26593,11786.0728,12100.72526,12567.73839
East Asia & Pacific (excluding high income),EAP,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6137.796164,6499.96372,6874.964227,7280.603162,7705.282654,8104.873319,8167.212903,8758.225662,9033.870387,9471.476657
East Asia & Pacific (IDA & IBRD countries),TEA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6206.838658,6572.889553,6951.889248,7361.807177,7791.042644,8194.964748,8257.945233,8855.562821,9134.398123,9577.028553
Euro area,EMU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,33528.40457,34118.36594,34657.58734,35497.86704,36051.23186,36586.02351,34306.71946,36354.44809,37450.1066,37399.93493
Europe & Central Asia,ECS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,22225.6805,22579.1837,22905.15081,23479.28032,23890.77058,24242.04064,22863.91808,24334.86232,25189.92305,25351.7952
Europe & Central Asia (excluding high income),ECA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6148.364157,6312.150342,6430.659517,6748.182043,6926.95089,7021.206857,6995.155724,7571.515141,7922.981797,8269.25327
Europe & Central Asia (IDA & IBRD countries),TEC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,7937.909332,8014.504151,8121.813057,8431.583807,8705.989983,8898.25889,8743.867577,9374.897891,9659.416942,9992.535004
European Union,EUU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,29864.54238,30487.65237,31022.99303,31855.48976,32456.7455,33015.65141,31126.70256,33034.966,34169.43213,34162.57197
Fragile and conflict affected situations,FCS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1867.163135,1845.312304,1843.536368,1848.816352,1857.92936,1862.88632,1705.422086,1744.126849,1739.654293,1728.121758
Heavily indebted poor countries (HIPC),HPC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,900.9691798,917.7214597,931.3074943,949.9365993,962.0160042,976.8357075,952.3116984,965.6570193,985.5017887,1002.114369
High income,HIC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,35840.91611,36482.99653,36955.78679,37694.68026,38420.01759,38982.24049,37327.80682,39440.2412,40395.78761,40852.72754
IBRD only,IBD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5361.822566,5541.337594,5737.873976,5982.267734,6223.297652,6419.690013,6285.2012,6726.192814,6943.365867,7215.89481
IDA & IBRD total,IBT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4354.372012,4484.489384,4625.193682,4802.274637,4976.328418,5114.02262,4988.816958,5303.126184,5449.893514,5632.935897
IDA blend,IDB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1960.056872,1993.789362,1996.884461,2008.257045,2043.929932,2058.366561,1987.472379,2046.685411,2088.386734,2095.71065
IDA only,IDX,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1033.14296,1042.155355,1063.230851,1093.671321,1119.854695,1148.450923,1119.282163,1135.174346,1158.810736,1178.616229
IDA total,IDA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1344.104112,1360.962177,1375.27752,1398.645323,1427.406632,1450.694062,1407.173726,1437.007549,1466.352534,1481.745443
Late-demographic dividend,LTE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,7894.69591,8212.743292,8526.980401,8922.716219,9355.683465,9745.820101,9732.041792,10434.74865,10756.39154,11199.83038
Latin America & Caribbean,LCN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,8773.772442,8719.625753,8603.518857,8681.356728,8737.416303,8722.923901,8077.334862,8583.828594,8867.546849,8992.345219
Latin America & Caribbean (excluding high income),LAC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,8359.61757,8297.302258,8172.093622,8249.215821,8287.686539,8255.772447,7645.953516,8105.063826,8361.53279,8481.2948
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,8637.594373,8577.804211,8460.486519,8542.292337,8602.308032,8585.968008,7956.869678,8469.687808,8748.722323,8872.245148
Least developed countries: UN classification,LDC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,965.6874649,968.1238895,979.6664563,998.9196606,1019.736613,1045.540177,1019.963778,1023.606736,1046.614007,1061.048543
Low & middle income,LMY,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4077.796728,4214.45758,4357.652609,4530.879534,4696.993503,4829.22128,4716.398944,5012.54302,5157.98366,5337.286718
Low income,LIC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,737.1908955,714.7715647,710.308151,712.5045501,717.0834965,726.8310504,709.3275018,704.7831999,711.9233791,713.7898987
Lower middle income,LMC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1780.057497,1856.926033,1933.234339,2008.575496,2087.239591,2141.442572,2036.084043,2142.938054,2239.729607,2328.041979
Middle East & North Africa,MEA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,7221.223002,7266.659229,7441.383501,7454.711806,7489.141211,7461.952087,7060.794573,7359.098908,7670.040604,7689.53364
Middle East & North Africa (excluding high income),MNA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3911.218025,3862.572205,3998.065146,4053.893563,4057.462241,4032.918385,3794.027848,3969.937346,4083.704987,4131.504022
Middle East & North Africa (IDA & IBRD countries),TMN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3918.997899,3869.315611,4003.972623,4060.692962,4064.883906,4040.573539,3804.313513,3980.881518,4095.539675,4146.965384
Middle income,MIC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4431.864765,4590.10014,4754.815039,4953.006865,5144.070342,5298.178206,5182.834604,5522.946512,5695.157511,5906.503179
North America,NAC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,54606.9502,55701.81244,56248.6714,57260.56823,58585.17019,59670.48231,57649.74419,60850.41364,61794.69301,62823.20098
Not classified,INX,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..
OECD members,OED,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,35078.49725,35733.34403,36164.49629,36877.32189,37519.45856,37993.02015,36291.97949,38296.8617,39203.91185,39640.28056
Other small states,OSS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,11378.41294,11597.28561,11888.82903,12287.06536,12616.29647,12993.12806,12160.07768,12876.6358,13316.49439,13507.37829
Pacific island small states,PSS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3638.55469,3735.499523,3835.102148,3946.250884,4013.349441,4020.696549,3565.224621,3415.926058,3681.76137,3837.485768
Post-demographic dividend,PST,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,40009.80477,40717.09895,41261.91251,42118.25471,42913.4485,43546.43211,41596.77377,43896.77455,45048.77984,45600.10579
Pre-demographic dividend,PRE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1518.857029,1524.757279,1517.952191,1499.743989,1496.46254,1503.927671,1425.639079,1431.58238,1452.123349,1447.857397
Small states,SST,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,10401.11733,10568.2407,10783.52669,11103.83952,11376.32499,11644.29357,10805.87989,11452.19281,12203.98101,12626.81867
South Asia,SAS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1453.105886,1539.594145,1639.439349,1725.063227,1812.810814,1862.634014,1757.512523,1892.059694,1993.217039,2098.845965
South Asia (IDA & IBRD),TSA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1453.105886,1539.594145,1639.439349,1725.063227,1812.810814,1862.634014,1757.512523,1892.059694,1993.217039,2098.845965
Sub-Saharan Africa,SSF,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1651.863099,1654.272807,1630.438299,1627.391265,1628.56963,1628.439066,1555.153469,1580.487221,1597.725296,1604.265968
Sub-Saharan Africa (excluding high income),SSA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1650.676795,1653.005847,1629.037214,1625.923227,1627.063719,1626.884902,1553.828341,1579.190923,1596.280998,1602.80847
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1651.863099,1654.272807,1630.438299,1627.391265,1628.56963,1628.439066,1555.153469,1580.487221,1597.725296,1604.265968
Upper middle income,UMC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,7113.163736,7372.179962,7646.77485,7991.628679,8321.049574,8603.365376,8505.601737,9124.724089,9418.225816,9801.905948
World,WLD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,9986.631809,10177.89051,10343.83556,10580.07498,10807.88805,10976.61875,10547.77628,11111.87968,11364.96506,11567.23856
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,
Last Updated: 09/19/2024,,,,,,,,,,,,,